104052 silly lifecycle cardinal@1.0.0~preinstall: no script for preinstall, continuing
105860 info linkStuff binaryextensions@1.0.1
105861 silly linkStuff binaryextensions@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105862 verbose linkBins binaryextensions@1.0.1
105863 verbose linkMans binaryextensions@1.0.1
105864 silly build blob@0.0.4
105865 info linkStuff blob@0.0.4
105866 silly linkStuff blob@0.0.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105867 verbose linkBins blob@0.0.4
105868 verbose linkMans blob@0.0.4
105869 silly build boolbase@1.0.0
105870 info linkStuff boolbase@1.0.0
105871 silly linkStuff boolbase@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105872 verbose linkBins boolbase@1.0.0
105873 verbose linkMans boolbase@1.0.0
105874 silly build through@2.2.7
105875 info linkStuff through@2.2.7
105876 silly linkStuff through@2.2.7 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browser-pack/node_modules/JSONStream/node_modules as its parent node_modules
105877 verbose linkBins through@2.2.7
105878 verbose linkMans through@2.2.7
105879 silly build resolve@0.6.3
105880 info linkStuff resolve@0.6.3
105881 silly linkStuff resolve@0.6.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browser-resolve/node_modules as its parent node_modules
105882 verbose linkBins resolve@0.6.3
105883 verbose linkMans resolve@0.6.3
105884 silly build browser-resolve@1.2.4
105885 info linkStuff browser-resolve@1.2.4
105886 silly linkStuff browser-resolve@1.2.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105887 verbose linkBins browser-resolve@1.2.4
105888 verbose linkMans browser-resolve@1.2.4
105889 silly build isarray@0.0.1
105890 info linkStuff isarray@0.0.1
105891 silly linkStuff isarray@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules as its parent node_modules
105892 verbose linkBins isarray@0.0.1
105893 verbose linkMans isarray@0.0.1
105894 silly build string_decoder@0.10.31
105895 info linkStuff string_decoder@0.10.31
105896 silly linkStuff string_decoder@0.10.31 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules/readable-stream/node_modules as its parent node_modules
105897 verbose linkBins string_decoder@0.10.31
105898 verbose linkMans string_decoder@0.10.31
105899 silly build resolve@0.6.3
105900 info linkStuff resolve@0.6.3
105901 silly linkStuff resolve@0.6.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules as its parent node_modules
105902 verbose linkBins resolve@0.6.3
105903 verbose linkMans resolve@0.6.3
105904 silly build string_decoder@0.0.1
105905 info linkStuff string_decoder@0.0.1
105906 silly linkStuff string_decoder@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules as its parent node_modules
105907 verbose linkBins string_decoder@0.0.1
105908 verbose linkMans string_decoder@0.0.1
105909 silly build xtend@3.0.0
105910 info linkStuff xtend@3.0.0
105911 silly linkStuff xtend@3.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/browserify/node_modules as its parent node_modules
105912 verbose linkBins xtend@3.0.0
105913 verbose linkMans xtend@3.0.0
105914 silly build bs-recipes@1.2.3
105915 info linkStuff bs-recipes@1.2.3
105916 silly linkStuff bs-recipes@1.2.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105917 verbose linkBins bs-recipes@1.2.3
105918 verbose linkMans bs-recipes@1.2.3
105919 silly build buffer-crc32@0.2.5
105920 info linkStuff buffer-crc32@0.2.5
105921 silly linkStuff buffer-crc32@0.2.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105922 verbose linkBins buffer-crc32@0.2.5
105923 verbose linkMans buffer-crc32@0.2.5
105924 silly build buffer-shims@1.0.0
105925 info linkStuff buffer-shims@1.0.0
105926 silly linkStuff buffer-shims@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105927 verbose linkBins buffer-shims@1.0.0
105928 verbose linkMans buffer-shims@1.0.0
105929 silly build builtin-modules@1.1.1
105930 info linkStuff builtin-modules@1.1.1
105931 silly linkStuff builtin-modules@1.1.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105932 verbose linkBins builtin-modules@1.1.1
105933 verbose linkMans builtin-modules@1.1.1
105934 silly build builtins@0.0.7
105935 info linkStuff builtins@0.0.7
105936 silly linkStuff builtins@0.0.7 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105937 verbose linkBins builtins@0.0.7
105938 verbose linkMans builtins@0.0.7
105939 silly build callsite@1.0.0
105940 info linkStuff callsite@1.0.0
105941 silly linkStuff callsite@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105942 verbose linkBins callsite@1.0.0
105943 verbose linkMans callsite@1.0.0
105944 silly build better-assert@1.0.2
105945 info linkStuff better-assert@1.0.2
105946 silly linkStuff better-assert@1.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105947 verbose linkBins better-assert@1.0.2
105948 verbose linkMans better-assert@1.0.2
105949 silly build camelcase@1.2.1
105950 info linkStuff camelcase@1.2.1
105951 silly linkStuff camelcase@1.2.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105952 verbose linkBins camelcase@1.2.1
105953 verbose linkMans camelcase@1.2.1
105954 silly build caniuse-db@1.0.30000572
105955 info linkStuff caniuse-db@1.0.30000572
105956 silly linkStuff caniuse-db@1.0.30000572 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105957 verbose linkBins caniuse-db@1.0.30000572
105958 verbose linkMans caniuse-db@1.0.30000572
105959 silly build browserslist@1.4.0
105960 info linkStuff browserslist@1.4.0
105961 silly linkStuff browserslist@1.4.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105962 verbose linkBins browserslist@1.4.0
105963 verbose link bins [ { browserslist: './cli.js' },
105963 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
105963 verbose link bins   false ]
105964 verbose linkMans browserslist@1.4.0
105965 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/browserslist is being purged
105966 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/browserslist
105967 silly build capture-stack-trace@1.0.0
105968 info linkStuff capture-stack-trace@1.0.0
105969 silly linkStuff capture-stack-trace@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105970 verbose linkBins capture-stack-trace@1.0.0
105971 verbose linkMans capture-stack-trace@1.0.0
105972 silly build caseless@0.11.0
105973 info linkStuff caseless@0.11.0
105974 silly linkStuff caseless@0.11.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
105975 verbose linkBins caseless@0.11.0
105976 verbose linkMans caseless@0.11.0
105977 silly build lazy-cache@1.0.4
105978 info linkStuff lazy-cache@1.0.4
105979 silly linkStuff lazy-cache@1.0.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/center-align/node_modules as its parent node_modules
105980 verbose linkBins lazy-cache@1.0.4
105981 verbose linkMans lazy-cache@1.0.4
105982 silly build lodash.merge@4.6.0
105983 info linkStuff lodash.merge@4.6.0
105984 silly linkStuff lodash.merge@4.6.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/cheerio/node_modules as its parent node_modules
105985 verbose linkBins lodash.merge@4.6.0
105986 verbose linkMans lodash.merge@4.6.0
105987 silly build source-map@0.4.4
105988 info linkStuff source-map@0.4.4
105989 silly linkStuff source-map@0.4.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/clean-css/node_modules as its parent node_modules
105990 verbose linkBins source-map@0.4.4
105991 verbose linkMans source-map@0.4.4
105992 silly build colors@1.0.3
105993 info linkStuff colors@1.0.3
105994 silly linkStuff colors@1.0.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/cli-table/node_modules as its parent node_modules
105995 verbose linkBins colors@1.0.3
105996 verbose linkMans colors@1.0.3
105997 silly build cli-table@0.3.1
105998 info linkStuff cli-table@0.3.1
105999 silly linkStuff cli-table@0.3.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106000 verbose linkBins cli-table@0.3.1
106001 verbose linkMans cli-table@0.3.1
106002 silly build clone@1.0.2
106003 info linkStuff clone@1.0.2
106004 silly linkStuff clone@1.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106005 verbose linkBins clone@1.0.2
106006 verbose linkMans clone@1.0.2
106007 silly build clone-stats@0.0.1
106008 info linkStuff clone-stats@0.0.1
106009 silly linkStuff clone-stats@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106010 verbose linkBins clone-stats@0.0.1
106011 verbose linkMans clone-stats@0.0.1
106012 silly build co@3.1.0
106013 info linkStuff co@3.1.0
106014 silly linkStuff co@3.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106015 verbose linkBins co@3.1.0
106016 verbose linkMans co@3.1.0
106017 silly build colors@1.1.2
106018 info linkStuff colors@1.1.2
106019 silly linkStuff colors@1.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106020 verbose linkBins colors@1.1.2
106021 verbose linkMans colors@1.1.2
106022 silly build convert-source-map@0.3.5
106023 info linkStuff convert-source-map@0.3.5
106024 silly linkStuff convert-source-map@0.3.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/combine-source-map/node_modules as its parent node_modules
106025 verbose linkBins convert-source-map@0.3.5
106026 verbose linkMans convert-source-map@0.3.5
106027 silly build source-map@0.1.43
106028 info linkStuff source-map@0.1.43
106029 silly linkStuff source-map@0.1.43 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/combine-source-map/node_modules as its parent node_modules
106030 verbose linkBins source-map@0.1.43
106031 verbose linkMans source-map@0.1.43
106032 silly build commondir@0.0.1
106033 info linkStuff commondir@0.0.1
106034 silly linkStuff commondir@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106035 verbose linkBins commondir@0.0.1
106036 verbose linkMans commondir@0.0.1
106037 silly build component-bind@1.0.0
106038 info linkStuff component-bind@1.0.0
106039 silly linkStuff component-bind@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106040 verbose linkBins component-bind@1.0.0
106041 verbose linkMans component-bind@1.0.0
106042 silly build component-emitter@1.1.2
106043 info linkStuff component-emitter@1.1.2
106044 silly linkStuff component-emitter@1.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106045 verbose linkBins component-emitter@1.1.2
106046 verbose linkMans component-emitter@1.1.2
106047 silly build component-inherit@0.0.3
106048 info linkStuff component-inherit@0.0.3
106049 silly linkStuff component-inherit@0.0.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106050 verbose linkBins component-inherit@0.0.3
106051 verbose linkMans component-inherit@0.0.3
106052 silly build concat-map@0.0.1
106053 info linkStuff concat-map@0.0.1
106054 silly linkStuff concat-map@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106055 verbose linkBins concat-map@0.0.1
106056 verbose linkMans concat-map@0.0.1
106057 silly build brace-expansion@1.1.6
106058 info linkStuff brace-expansion@1.1.6
106059 silly linkStuff brace-expansion@1.1.6 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106060 verbose linkBins brace-expansion@1.1.6
106061 verbose linkMans brace-expansion@1.1.6
106062 silly build isarray@0.0.1
106063 info linkStuff isarray@0.0.1
106064 silly linkStuff isarray@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/concat-stream/node_modules as its parent node_modules
106065 verbose linkBins isarray@0.0.1
106066 verbose linkMans isarray@0.0.1
106067 silly build connect-history-api-fallback@1.3.0
106068 info linkStuff connect-history-api-fallback@1.3.0
106069 silly linkStuff connect-history-api-fallback@1.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106070 verbose linkBins connect-history-api-fallback@1.3.0
106071 verbose linkMans connect-history-api-fallback@1.3.0
106072 silly build console-browserify@1.0.3
106073 info linkStuff console-browserify@1.0.3
106074 silly linkStuff console-browserify@1.0.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106075 verbose linkBins console-browserify@1.0.3
106076 verbose linkMans console-browserify@1.0.3
106077 silly build console-control-strings@1.1.0
106078 info linkStuff console-control-strings@1.1.0
106079 silly linkStuff console-control-strings@1.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106080 verbose linkBins console-control-strings@1.1.0
106081 verbose linkMans console-control-strings@1.1.0
106082 silly build console-stream@0.1.1
106083 info linkStuff console-stream@0.1.1
106084 silly linkStuff console-stream@0.1.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106085 verbose linkBins console-stream@0.1.1
106086 verbose linkMans console-stream@0.1.1
106087 silly build acorn@3.3.0
106088 info linkStuff acorn@3.3.0
106089 silly linkStuff acorn@3.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/constantinople/node_modules as its parent node_modules
106090 verbose linkBins acorn@3.3.0
106091 verbose link bins [ { acorn: './bin/acorn' },
106091 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/constantinople/node_modules/.bin',
106091 verbose link bins   false ]
106092 verbose linkMans acorn@3.3.0
106093 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/constantinople/node_modules/.bin/acorn is being purged
106094 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/constantinople/node_modules/.bin/acorn
106095 silly build constants-browserify@0.0.1
106096 info linkStuff constants-browserify@0.0.1
106097 silly linkStuff constants-browserify@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
106098 verbose linkBins constants-browserify@0.0.1
106099 verbose linkMans constants-browserify@0.0.1
106100 silly build convert-source-map@1.3.0
106101 info linkStuff convert-source-map@1.3.0
